,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
AC091152.2,3.2938822976447053,-1.8874048679587971,1.4268775309972133,-1.3227518318546454,0.1859179204562844,0.9999963907630119,False
AC091152.4,2.9437907053254597,2.2922582566042977,1.4367626095583461,1.5954328441975025,0.1106154762592471,0.9999963907630119,False
AC091153.3,5.21372047787647,0.5721618872473035,1.1118655976485876,0.5145962681616659,0.6068351734266644,0.9999963907630119,False
AC091182.1,15.50432530218192,-0.29888098950636793,0.6469507742237968,-0.46198412833644337,0.644092702363323,0.9999963907630119,False
AC091185.1,18.727862609138448,-0.8355960597639461,0.5325021370785412,-1.5691881808179489,0.11660409738636698,0.9999963907630119,False
AC091271.1,8.657186494992105,-0.8826303860303603,0.7654418446197585,-1.1530992096059454,0.24886966603204297,0.9999963907630119,False
AC091305.1,8.57167656855861,0.09769305492371896,0.8567316092024942,0.11402994108581858,0.9092140586858792,0.9999963907630119,False
AC091390.1,3.4228370012694374,-1.616200751939936,1.2638546111994404,-1.2787869250293806,0.20097209943191696,0.9999963907630119,False
AC091390.3,14.971347846379224,-0.2801847699330454,0.562272162244197,-0.4983080948107832,0.6182669032330568,0.9999963907630119,False
AC091390.4,4.258715046831542,-0.3873971509142039,1.1230392805318015,-0.34495423056863755,0.7301287798112587,0.9999963907630119,False
AC091492.1,1.6387987959188948,0.14900248396506888,1.856400815121148,0.08026417719243731,0.9360271487187687,0.9999963907630119,False
AC091516.1,3.4504180664948323,1.077750936097109,1.160940886662918,0.9283426473117544,0.35322985849812505,0.9999963907630119,False
AC091563.1,3.398000866562897,0.3880143053271709,1.26488621966526,0.3067582674984436,0.7590273753918716,0.9999963907630119,False
AC091564.6,3.598974568963364,-0.37362245833746927,1.2374586331176698,-0.3019272308086452,0.7627075367211411,0.9999963907630119,False
AC091614.2,1.9684235434344888,0.043309266412695814,1.5659408284491934,0.027657026131432127,0.97793569875933,0.9999963907630119,False
AC091729.2,1.6710271834383519,0.09011475322622747,1.708781413991818,0.05273626719506147,0.9579420421753377,0.9999963907630119,False
AC091729.3,203.12860956823343,0.03648347710651382,0.17669360545278637,0.20647876312797542,0.8364169518965903,0.9999963907630119,False
AC091808.1,2.1631085824088214,1.7661299551108958,1.4950295886623604,1.1813344488326118,0.23746988740241382,0.9999963907630119,False
AC091825.1,8.442173389769797,0.49604491641072046,0.8267856220012585,0.5999680004231682,0.5485275617974376,0.9999963907630119,False
AC091826.2,1.5333662445106515,0.673111978765992,2.0389012177750723,0.3301346690549912,0.7412982082598611,0.9999963907630119,False
AC091887.1,2.3625962068487096,-0.3412209915152715,1.5756998742239703,-0.21655202053203332,0.8285574804469867,0.9999963907630119,False
AC091925.1,2.235610166247378,0.7313399614767433,1.449777980200593,0.5044496270908696,0.6139454516614476,0.9999963907630119,False
AC091959.2,1.7376564304438702,1.2704084529501845,1.8164193769133141,0.6994026099352786,0.48430045723466175,0.9999963907630119,False
AC091980.2,9.35804251801879,0.5086969414647242,0.7288974376660656,0.6978992038901592,0.4852402323089726,0.9999963907630119,False
AC091982.1,3.7031471462786794,-0.42146589867136486,1.2548279570241159,-0.33587544516532075,0.7369647943878752,0.9999963907630119,False
AC091982.3,15.208463934286534,0.2315054828747038,0.6550086633461057,0.35343881055261184,0.7237594942590911,0.9999963907630119,False
AC092017.1,3.7309748289941864,0.054103090383283946,1.1465663054184447,0.04718705767612695,0.9623641425107203,0.9999963907630119,False
AC092017.2,1.96392397022371,-0.9178280655225917,1.6177185575428188,-0.5673595454803319,0.5704699290303241,0.9999963907630119,False
AC092042.3,2.0829704171611634,1.2194902458150365,1.6848543703523615,0.7237956391210232,0.46919120700209505,0.9999963907630119,False
AC092045.1,14.92499190734535,-0.13597851737418357,0.6530303470063568,-0.20822694993814722,0.8350517667414015,0.9999963907630119,False
AC092053.3,5.847952037222066,-0.1086991354379465,1.1255895988571285,-0.09657084211538075,0.9230672128597976,0.9999963907630119,False
AC092070.2,52.32893954647907,-0.3995970435937988,0.3116520729631081,-1.2821895898029247,0.19977614715939296,0.9999963907630119,False
AC092106.1,1.6518665328547157,1.0696733953888404,2.013758598802532,0.531182534006268,0.5952922951193995,0.9999963907630119,False
AC092106.2,4.002146439522064,-0.23805111809106444,1.146858873131515,-0.2075679263317398,0.8355663499725187,0.9999963907630119,False
AC092115.1,2.8060811231524334,0.18841204583080967,1.2473557281163326,0.15104916872056706,0.8799369297919059,0.9999963907630119,False
AC092115.3,2.148889295846416,0.6583984275316767,1.630054023028778,0.40391202882240473,0.6862774105360676,0.9999963907630119,False
AC092117.1,11.369604729339907,0.39904564958602295,0.6660199775209003,0.5991496697612206,0.5490730819338363,0.9999963907630119,False
AC092117.2,5.8044041847575505,-0.6223194348817254,0.9155752374362883,-0.6797032176452134,0.49669239824506795,0.9999963907630119,False
AC092118.2,11.908184115953427,0.10287502269121694,0.624452645037748,0.16474431409446294,0.8691452358948105,0.9999963907630119,False
AC092119.2,17.936849620639958,-0.3459015628298454,0.541393545840639,-0.638909653591738,0.522881707576221,0.9999963907630119,False
AC092120.1,2.257180079333365,-0.16229074391910125,1.5420107104240477,-0.1052461846224608,0.9161804641623122,0.9999963907630119,False
AC092120.2,2.004531667200039,0.7004159707694702,1.8925202951272144,0.37009694034609464,0.7113102617683438,0.9999963907630119,False
AC092123.1,13.64171378425496,0.03352256386522969,0.64931875956035,0.05162728378266419,0.95882567900971,0.9999963907630119,False
AC092127.1,13.4162255925374,0.20706686617693848,0.6538160434923574,0.3167050858386575,0.7514673893670996,0.9999963907630119,False
AC092127.2,9.172621471389201,0.17022016197394688,0.8218008960286557,0.20713065998897548,0.8359078180729504,0.9999963907630119,False
AC092135.1,2.8023233938859042,-3.8760016136238518,1.8725935320519076,-2.069857418217554,0.03846569853517604,0.9999963907630119,False
AC092135.2,1.5392955616402635,4.1014978571072325,2.8971757432122023,1.415688318776187,0.15686677994877762,0.9999963907630119,False
AC092135.3,6.552670023073908,1.6534622533331098,0.9616569315574285,1.7193888995894664,0.0855435821153896,0.9999963907630119,False
AC092139.2,4.150439528952146,0.8373277710521627,1.0796185962016165,0.7755773881610627,0.4379985556859304,0.9999963907630119,False
AC092139.3,7.8654702249261925,0.8022666514676567,0.8583402497083379,0.9346720624370873,0.34995732882866804,0.9999963907630119,False
AC092140.2,1.7700722030136322,0.9184321184175808,1.785033102343337,0.5145182558306012,0.6068897001525123,0.9999963907630119,False
AC092143.3,1.7597251146368829,1.1838240443812154,1.9847485433671923,0.596460467668523,0.5508676556925631,0.9999963907630119,False
AC092145.1,9.121394048138361,-0.9478400016743221,0.8932441453829247,-1.0611208666450231,0.2886349759934491,0.9999963907630119,False
AC092164.1,5.511737866168794,0.20271141913470567,0.9987881871547101,0.20295736547723717,0.8391683560430441,0.9999963907630119,False
AC092168.2,2.5575824572421846,-0.6436806886285226,1.4441592736401352,-0.4457130874533435,0.6558045096623084,0.9999963907630119,False
AC092171.1,4.754887443939034,-0.6052024276770966,1.0352890250208868,-0.58457340225826,0.5588345963055321,0.9999963907630119,False
AC092171.2,122.69986396522279,0.0824595042976735,0.21335245968255245,0.386494275343088,0.6991306414945495,0.9999963907630119,False
AC092171.3,7.809386626074119,0.11282687985097384,0.7735570721271477,0.14585462911058325,0.8840361491845885,0.9999963907630119,False
AC092171.5,6.204441372762549,0.43930521884841917,0.8578447882145482,0.5121033838332865,0.6085786564319764,0.9999963907630119,False
AC092198.1,31.14651091940998,0.8105985427806377,0.44948889738377973,1.8033783425990557,0.07132881652021177,0.9999963907630119,False
AC092279.1,61.72723840412815,-0.5276180952150169,0.29452223995609034,-1.7914371943309895,0.07322316473695357,0.9999963907630119,False
AC092279.2,19.225317348764705,0.3410759678057507,0.5343998224324751,0.6382411697916459,0.5233167012644424,0.9999963907630119,False
AC092295.2,12.699313926692428,-0.8248019043259994,0.6541013519591253,-1.2609695758243,0.20731980882101297,0.9999963907630119,False
AC092301.1,16.097728193773595,-0.05283254406285546,0.5416540879311454,-0.09753926950805454,0.9222981503310936,0.9999963907630119,False
AC092338.1,1.8394125057680115,-0.1271498652468111,1.7598906518697364,-0.07224873040363333,0.942403965215789,0.9999963907630119,False
AC092354.2,8.146328719949137,0.2367060564662818,0.7716100262500218,0.30676902633919745,0.7590191856327012,0.9999963907630119,False
AC092364.2,27.39755256058746,-0.21766186822096448,0.421536745592481,-0.5163532491456586,0.6056077116688734,0.9999963907630119,False
AC092368.3,17.800183401475866,-0.6034107775323484,0.5896200876133623,-1.0233891114103786,0.3061239055972157,0.9999963907630119,False
AC092375.2,19.25107899365764,0.26700643080575065,0.5452973677906114,0.4896528877217657,0.6243795449556004,0.9999963907630119,False
AC092376.2,2.333618105115199,-1.3399497546623107,1.477855075895777,-0.906685490693411,0.3645731383186016,0.9999963907630119,False
AC092378.1,5.1169123267613985,-0.9524376872670817,1.0536293895898814,-0.9039589220625405,0.36601718352976265,0.9999963907630119,False
AC092384.1,10.082181897869422,-0.41299324078755534,0.6785335217455211,-0.6086556191433757,0.5427527299091082,0.9999963907630119,False
AC092384.2,4.004612617893527,-0.15933427684643928,1.0982134538290638,-0.14508497987426727,0.8846437771313508,0.9999963907630119,False
AC092384.3,9.048883521448962,0.45209500777820755,0.7523173315486729,0.6009365846291927,0.5478822248571691,0.9999963907630119,False
AC092431.1,1.696852401861854,0.6522607393169629,1.7407228122058536,0.3747068371502609,0.7078785068344675,0.9999963907630119,False
AC092436.4,1.8810989613901254,1.4394918338650056,1.6420881839315036,0.876622734364095,0.38069158665017466,0.9999963907630119,False
AC092484.1,254.36874122530995,-0.07622453279633284,0.6557523253452502,-0.11623982081375163,0.9074624781941826,0.9999963907630119,False
AC092535.1,16.75060233724757,-0.01262137423053036,0.5493021679625274,-0.022977106166075376,0.9816685347606102,0.9999963907630119,False
AC092535.2,7.471331326029882,-0.6962272804557224,0.8015681287528323,-0.8685815409589565,0.3850760545149655,0.9999963907630119,False
AC092535.3,13.877686418033703,0.06546013953394002,0.6213701702461224,0.1053480560677889,0.916099631866718,0.9999963907630119,False
AC092535.4,8.982206179979334,-0.493315085062687,0.7332808961211572,-0.6727504939405627,0.5011060378518055,0.9999963907630119,False
AC092574.1,4.1948460199246576,0.4760928360384522,1.1802700193650604,0.40337620055330364,0.6866714921650297,0.9999963907630119,False
AC092574.2,6.8081926031205455,0.753837894731408,0.9705026447123367,0.776749964401025,0.4373063022537691,0.9999963907630119,False
AC092611.1,4.593909761475686,0.489773287286496,1.0561251400173093,0.4637455058388904,0.6428300900981796,0.9999963907630119,False
AC092641.1,3.8329272726747097,1.8034883287813543,1.248478233729651,1.4445492761164844,0.14858452921931578,0.9999963907630119,False
AC092650.1,6.2497540425565665,-0.1831257503746631,1.009825178090328,-0.18134401314985107,0.8560975611857936,0.9999963907630119,False
AC092652.1,1.6153171633553869,-3.0032673706525337,2.0919034536389574,-1.4356625136921206,0.15109839693147237,0.9999963907630119,False
AC092652.3,5.36162182453183,1.890940417384943,1.0008674166009166,1.8893016058079266,0.05885142650850051,0.9999963907630119,False
AC092656.1,3.057324161726397,1.431959609402412,1.3455247646747466,1.0642387617061506,0.28722055165518445,0.9999963907630119,False
AC092658.1,6.610292213941992,1.9628768492925557,0.962836155888509,2.038640569621324,0.04148591311580455,0.9999963907630119,False
AC092667.1,12.182410500337625,-0.015258289507886427,0.7069101445882571,-0.02158448230612631,0.9827794119750052,0.9999963907630119,False
AC092683.1,37.72443368782066,-0.05032868921590002,0.39003276164874884,-0.12903708140606007,0.8973283073724712,0.9999963907630119,False
AC092685.1,3.1477767079400856,-1.1290471892513831,1.341682464258562,-0.8415159468267442,0.4000589551712098,0.9999963907630119,False
AC092692.1,2.825846034160685,-1.6481014188970118,1.4857803202646829,-1.1092497298681492,0.26732246476301635,0.9999963907630119,False
AC092718.1,2.0127398383737303,1.714250134011862,1.6509870501136754,1.0383183404702239,0.2991218728434716,0.9999963907630119,False
AC092718.2,6.138955305286211,-0.20390944369845584,0.8642632060020832,-0.23593442632100708,0.8134835538810709,0.9999963907630119,False
AC092718.3,9.95651067179511,-0.5822862742349407,0.9472410537903692,-0.6147181563815588,0.5387408671447591,0.9999963907630119,False
AC092718.4,140.43553131382842,0.18498250227824825,0.21153184412768536,0.8744900941088978,0.38185141248842314,0.9999963907630119,False
AC092718.5,2.288035763953482,1.240949385722193,1.6227165548180233,0.7647357648738333,0.44442890468278695,0.9999963907630119,False
AC092718.6,1.6378762208812565,-0.4819921920813457,1.968106997936741,-0.2449014167352897,0.8065327646942251,0.9999963907630119,False
AC092718.7,17.437023801325953,-0.07758151355316077,0.5323816948645629,-0.14572535889480084,0.8841382015629705,0.9999963907630119,False
AC092718.8,7.63421209234789,-0.27495172123559974,0.7889848034146282,-0.3484879810683842,0.7274737385423103,0.9999963907630119,False
AC092720.1,12.696028867134672,-0.48145941485882743,0.6681458456400686,-0.7205902992595878,0.4711616240620934,0.9999963907630119,False
AC092723.1,11.90650286467251,-0.1561939444540846,0.6471316470591795,-0.2413634770666699,0.8092734171277226,0.9999963907630119,False
AC092723.5,29.075317143301707,0.585385875165677,0.41828287306957207,1.399497595657738,0.1616638188412186,0.9999963907630119,False
AC092747.2,7.338997699654951,-0.3285007380775511,0.8492805819908763,-0.3867988330870376,0.6989051411764464,0.9999963907630119,False
AC092747.4,108.55954799935182,-0.2920142421892075,0.24836470126442958,-1.1757477640846599,0.2396956856767588,0.9999963907630119,False
AC092755.2,1.765645448460418,-2.0275083278590547,1.8574364187498615,-1.0915627083610535,0.27502535485477697,0.9999963907630119,False
AC092794.1,6.1474493945947275,-0.5036882119732318,0.8936319099950624,-0.5636417034123309,0.5729979990870124,0.9999963907630119,False
AC092794.2,1.9758644027420358,1.052772874115571,1.4944135628353061,0.7044722426890832,0.48113873019855957,0.9999963907630119,False
AC092798.1,4.073061857984945,-0.4999935136224395,1.128456542010913,-0.4430773317432762,0.6577098007555602,0.9999963907630119,False
AC092801.1,7.108090747296926,1.046774126073014,0.8529032775044812,1.227306956933946,0.2197072418075494,0.9999963907630119,False
AC092802.2,16.237381547506104,-0.19069360778490446,0.5744556032879122,-0.33195534466626214,0.7399229785577068,0.9999963907630119,False
AC092803.2,17.656770679542273,0.20232443408826947,0.5917552299920319,0.34190561203995407,0.7324219260934393,0.9999963907630119,False
AC092809.1,2.1904780136702824,0.28364385739677495,1.7974925085255622,0.15779974383839898,0.8746146005156057,0.9999963907630119,False
AC092809.2,2.518942167530294,-3.6899769530341566,1.8899781904526305,-1.9523912877272116,0.050891766620620414,0.9999963907630119,False
AC092809.3,3.1908365127163667,1.1359723842044198,1.2185760189087604,0.9322129818554017,0.3512264677764514,0.9999963907630119,False
AC092809.4,3.491777163474925,-1.2263874803691204,1.245924909816438,-0.9843189350390338,0.3249587223010242,0.9999963907630119,False
AC092811.1,2.9224086285973754,-0.45181658924834334,1.3893025516901896,-0.325211084294544,0.7450213202078179,0.9999963907630119,False
AC092814.1,3.4711946547161063,1.7648458660382766,1.376961465786698,1.28169590064016,0.19994934354833493,0.9999963907630119,False
AC092821.3,4.49349194152745,-0.916848639476214,1.1159800419924566,-0.8215636525535744,0.4113252831022993,0.9999963907630119,False
AC092835.1,22.92070754929382,-0.0980024711164638,0.5390447362252854,-0.18180767667399167,0.8557336598153346,0.9999963907630119,False
AC092868.1,4.191440470967216,0.7340266674992075,1.2373637591238549,0.5932181721719026,0.5530351526406054,0.9999963907630119,False
AC092881.1,17.21320754267849,0.4554949780545306,0.5696589832196031,0.7995923727563473,0.4239470080108725,0.9999963907630119,False
AC092910.1,2.1531766255891265,-3.4481344623629617,1.9312078822262606,-1.785480731565789,0.07418337401105644,0.9999963907630119,False
AC092910.3,20.30530570986413,0.027874516873685307,0.4991458709213263,0.05584443045123135,0.9554657397653326,0.9999963907630119,False
AC092919.2,7.667674501684626,-0.18225120708531797,0.843208155129647,-0.21614023296216345,0.8288784394590202,0.9999963907630119,False
AC092944.1,15.061301137132135,-0.42805407881527757,0.6096605275105973,-0.7021187357546893,0.48260511900831027,0.9999963907630119,False
AC092953.1,2.0712014338585365,0.24418126100489376,1.5737544566520407,0.1551584238397379,0.8766964242472965,0.9999963907630119,False
AC092953.2,6.833456272192726,-0.7194033008820931,1.011170643106,-0.7114558811481227,0.4768017811034506,0.9999963907630119,False
AC092964.1,6.50650157641926,0.22552429344926378,0.8655183715552883,0.2605655764926274,0.7944275388002373,0.9999963907630119,False
AC092978.1,2.317920528862251,-2.537480791021101,1.678267561279678,-1.5119643908783371,0.13054292160120276,0.9999963907630119,False
AC092999.1,1.8246216294410156,-0.6868626023522973,1.6447566257397475,-0.41760743906009395,0.6762341569026342,0.9999963907630119,False
AC093012.1,8.736907845588377,-0.6965932043864794,0.7429757172340018,-0.9375719666583475,0.3484644235091908,0.9999963907630119,False
AC093019.1,5.288745494564889,-0.24651365494850344,1.0168309329292144,-0.24243327672808337,0.8084444521832749,0.9999963907630119,False
AC093107.1,2.763708608846604,1.688974199019641,1.5112607111175458,1.1175928723579929,0.26374091433025837,0.9999963907630119,False
AC093107.2,3.2599059858177006,2.627951039196647,1.6736538398222556,1.570187918593572,0.11637139939420203,0.9999963907630119,False
AC093110.1,2.4924558058592194,-1.3903087464496209,1.6540182225871023,-0.8405643465493354,0.4005920394014181,0.9999963907630119,False
AC093151.2,3.181182722512156,-0.07570130823710354,1.3431868377389675,-0.05635947740861886,0.9550554379607586,0.9999963907630119,False
AC093151.3,17.790791357698783,-0.0017958793298564176,0.5113639304364521,-0.0035119397809767776,0.9971978832303782,0.9999963907630119,False
AC093157.1,194.33418668155514,0.05559010959573045,0.1803346035103808,0.30826091339996464,0.75788380535935,0.9999963907630119,False
AC093157.2,15.934234474389731,0.8262556262613009,0.6067560630235045,1.3617591592641298,0.1732739043610465,0.9999963907630119,False
AC093158.1,2.471188299228416,0.5017346797454488,1.4468496046229369,0.34677735553323513,0.7287585903896219,0.9999963907630119,False
AC093162.2,50.74021317622379,0.5490881968343708,0.3483086114951848,1.5764416345530459,0.11492405966921745,0.9999963907630119,False
AC093218.1,1.9783389788876693,0.5794472001588092,1.6098001644523068,0.35994977075676426,0.7188846963971076,0.9999963907630119,False
AC093227.1,34.1062758433963,-0.10380995920778614,0.4106012781723886,-0.2528242475762633,0.8004040294237145,0.9999963907630119,False
AC093249.2,9.288139809903898,0.5283794832867832,0.7688823779511286,0.6872045691758173,0.4919538254412795,0.9999963907630119,False
AC093249.4,5.539955825728132,-1.127398681576793,1.01085507816074,-1.1152920986736348,0.26472527023142445,0.9999963907630119,False
AC093249.6,9.588154401694847,-0.7274384279875883,0.7562461887190788,-0.9619069012694335,0.3360963715972408,0.9999963907630119,False
AC093278.2,46.660517896851424,-0.33424232863209924,0.34167420393027687,-0.9782486496999515,0.32795136026874583,0.9999963907630119,False
AC093297.2,124.41535183793502,0.21200322876803207,0.22956912327246232,0.9234832008153715,0.35575545096937533,0.9999963907630119,False
AC093323.1,454.2913905466698,-0.005486028090616409,0.13382522408674616,-0.04099397649474765,0.9673006978881551,0.9999963907630119,False
AC093323.2,2.500696586970015,-0.507283483388397,1.4991742398190246,-0.3383752668066352,0.7350804102511481,0.9999963907630119,False
AC093330.2,7.700115980024978,0.380957464172537,0.8335774885186591,0.45701505789165703,0.6476602224010625,0.9999963907630119,False
AC093367.1,3.8473339075367257,-0.6673159016266506,1.1471184356203075,-0.5817323485571894,0.5607469787009322,0.9999963907630119,False
AC093388.1,15.551531374620701,0.028466047842988812,0.5538238522622532,0.05139910050228252,0.9590075015227288,0.9999963907630119,False
AC093423.2,7.418727387302468,0.03134538979192053,0.7978117760991441,0.039289204209521776,0.9686598137647148,0.9999963907630119,False
AC093484.4,11.49455734205577,-0.06113180034806809,0.6371065739602323,-0.09595223600986402,0.9235585075933499,0.9999963907630119,False
AC093495.1,14.164284339078582,0.1709244786880864,0.5983623261453416,0.28565381077579577,0.7751432847976493,0.9999963907630119,False
AC093512.2,23.575090021910615,-0.25639897741684,0.46906241420589967,-0.5466201717545655,0.5846397077895993,0.9999963907630119,False
AC093525.10,1.8472619033986188,-1.384432683179598,1.6693845596582688,-0.8293072289245313,0.40693058137657445,0.9999963907630119,False
AC093525.4,14.45883315366411,-0.08852155165471835,0.6057629908955409,-0.1461323207016178,0.8838169320523694,0.9999963907630119,False
AC093525.6,2.4902095617522435,-0.5201856153158491,1.3845916976299724,-0.37569603819397374,0.7071428835516733,0.9999963907630119,False
AC093525.7,12.80712161308604,-0.16990613057386875,0.6191898093913497,-0.2744007217122692,0.7837766884428823,0.9999963907630119,False
AC093525.8,40.459533566836406,0.26970409245000837,0.4305810856700275,0.6263723638262504,0.5310707320675654,0.9999963907630119,False
AC093535.1,67.27843324070089,-0.5069251072745946,0.31725585859014066,-1.5978431715251178,0.11007788399689547,0.9999963907630119,False
AC093535.2,124.30827208727021,-0.13323803302736226,0.2867243505850898,-0.46469032977309627,0.6421532344159573,0.9999963907630119,False
AC093536.1,3.9480450899111474,0.03071466528158034,1.0943169391215999,0.028067431091978505,0.9776083700578453,0.9999963907630119,False
AC093567.1,6.920682809210862,-0.31771180675022936,0.8520263478070811,-0.3728896501474938,0.7092305753696639,0.9999963907630119,False
AC093582.1,2.168269941417461,-0.10597650443108558,1.6275050541685767,-0.06511592953867937,0.9480816974117746,0.9999963907630119,False
AC093583.1,5.369668065798642,-1.2659355237536378,1.0845467654023702,-1.1672484434398473,0.2431100526212483,0.9999963907630119,False
AC093591.2,5.091691987340574,0.4731811250416841,1.0246662835170481,0.46179047037396875,0.6442315854158754,0.9999963907630119,False
AC093591.3,6.916926893558436,1.211043410316719,0.933362083110003,1.2975065435286055,0.19445695512152272,0.9999963907630119,False
AC093620.1,8.907908327159518,0.04312235550723537,0.715356613219733,0.0602809210264331,0.9519318971242126,0.9999963907630119,False
AC093627.1,1.9783554635034886,-0.8520261710728371,1.7222132669727477,-0.4947274460209576,0.6207925250760913,0.9999963907630119,False
AC093627.3,7.695630849041151,-0.5700281216624038,0.8172465068932129,-0.6974983886188547,0.48549094747294796,0.9999963907630119,False
AC093627.4,245.78539184428837,0.2137768956901826,0.1776910567915608,1.2030819082862005,0.22894462567511187,0.9999963907630119,False
AC093627.5,40.61879237305938,-0.2384153021740145,0.3886723507292294,-0.6134094738838465,0.5396056233309722,0.9999963907630119,False
AC093627.6,4.672887333067761,-0.7611705525835508,1.0933902736850838,-0.696156323046625,0.4863309371518496,0.9999963907630119,False
AC093627.7,43.627600834973464,0.13732610176233065,0.3490855423864958,0.3933881100417725,0.6940328500715878,0.9999963907630119,False
AC093668.3,7.021981897913849,1.4292930039616212,0.8712381560574932,1.6405307710918273,0.10089485588314091,0.9999963907630119,False
AC093673.1,61.50024374093494,-0.15905270580580505,0.30192613034774446,-0.5267934432260486,0.5983370366590499,0.9999963907630119,False
AC093690.1,18.03379321911672,-0.1664684200714416,0.5414692089928852,-0.3074383867202114,0.7585097136362369,0.9999963907630119,False
AC093724.1,10.069080392711152,-0.2200357537484549,0.7754517608778543,-0.2837516978481837,0.7766006731222616,0.9999963907630119,False
AC093726.2,6.954292083944924,0.13273611925369377,0.8544036715762878,0.15535527721786255,0.8765412396312986,0.9999963907630119,False
AC093732.1,7.35698201199109,-0.20415388775560836,0.8933362289346766,-0.22852973062456725,0.8192344458591885,0.9999963907630119,False
AC093732.2,1.7505272502420957,-3.130438259952641,2.0477885840438534,-1.528692114188289,0.12634078815217983,0.9999963907630119,False
AC093752.1,237.55883401672315,-0.11011826443036599,0.1810654676348671,-0.608168227043868,0.5430759052537636,0.9999963907630119,False
AC093752.2,7.833340919272469,0.32494241113723454,0.766506548971402,0.42392646425954805,0.6716194432449384,0.9999963907630119,False
AC093788.1,13.092192056118376,0.23777753352287842,0.6298779838367812,0.37749776881309943,0.7058037221806996,0.9999963907630119,False
AC093827.3,5.770698153802378,0.6983399483713171,0.951415505764491,0.734001016527663,0.4629481185429464,0.9999963907630119,False
AC093827.4,37.156520951980596,0.3843784734041609,0.37105645990895864,1.0359029283534664,0.3002474313391056,0.9999963907630119,False
AC093827.5,1.75264308959534,0.8546187487786204,1.7730222725622056,0.4820124157513293,0.629797126378201,0.9999963907630119,False
AC093890.1,2.845791127481112,-0.48784938840315206,1.2383415841846273,-0.3939538126100895,0.693615139547881,0.9999963907630119,False
AC093909.1,14.195736983911571,0.16286769044123228,0.5822519212155567,0.27972031436361144,0.7796920916277416,0.9999963907630119,False
AC093909.6,65.01824009923966,-0.07578339868318282,0.28815996397962595,-0.2629907279157662,0.7925577256923277,0.9999963907630119,False
AC094019.1,3.3927400296432957,1.328405693125671,1.2430312022118528,1.0686825002959721,0.2852127595393653,0.9999963907630119,False
AC095055.1,4.189585792509189,0.4554826482273153,1.19800628161918,0.38020055087833277,0.7037965503521837,0.9999963907630119,False
AC095057.3,20.09035238586284,0.2513626659369853,0.5017215884051675,0.5010002992615823,0.6163709123052854,0.9999963907630119,False
AC096533.1,3.7932172315953365,-0.6176270127516728,1.0805996893867498,-0.5715594949894736,0.5676204431597791,0.9999963907630119,False
AC096537.1,3.3077350591446866,0.3579398830785065,1.2226683909465788,0.2927530356791122,0.7697109282712005,0.9999963907630119,False
AC096540.1,6.444447107649629,0.47782484078257165,0.9082258286488982,0.5261079631410583,0.5988131961716224,0.9999963907630119,False
AC096558.1,2.542693568935117,1.6805624542056485,1.7435248329361013,0.9638878795752946,0.3351021411294366,0.9999963907630119,False
AC096558.2,1.6144111096842622,1.984558378445545,1.9248192187570905,1.031036244394437,0.3025238235243696,0.9999963907630119,False
AC096564.1,2.4376773441199697,1.0233800505485071,1.3914542716949883,0.7354751581608825,0.46205016374291763,0.9999963907630119,False
AC096564.2,4.791844193476078,0.4490485073647491,1.1427462991801403,0.39295555600304066,0.6943523074484719,0.9999963907630119,False
AC096586.2,12.240323611584422,-1.1322327633962204,0.6331595173728972,-1.7882267143263924,0.07373943795640081,0.9999963907630119,False
AC096642.1,12.098826638134987,0.046537198590767374,0.667832081014076,0.06968398181785834,0.9444451914436924,0.9999963907630119,False
AC096667.1,52.62776923550217,0.016624486457742817,0.337742604697061,0.04922235520938849,0.9607420959768221,0.9999963907630119,False
AC096677.1,33.04006226181952,0.27015183940774057,0.4303597136235419,0.6277349641608332,0.530177576641091,0.9999963907630119,False
AC096720.1,7.911159832268905,0.3971200379248815,0.8449961034275292,0.46996670909375426,0.638378802460806,0.9999963907630119,False
AC096720.2,2.6404317757123184,1.4507819330077116,1.5957110112788948,0.9091758612638583,0.3632573038139565,0.9999963907630119,False
AC096733.2,7.48160733956632,0.4732302750342291,0.8068377214428163,0.5865247279068481,0.5575229492383242,0.9999963907630119,False
AC096745.2,15.55609696845251,0.42962046500284284,0.6190635799823636,0.6939843965866677,0.4876919942644571,0.9999963907630119,False
AC096887.1,7.421600945711648,0.013757837954561168,0.7984863016269077,0.017229898529918065,0.986253210149027,0.9999963907630119,False
AC096887.2,10.46323531945513,0.40549532759975426,0.6926793924973581,0.5854011711504769,0.5582780014727455,0.9999963907630119,False
AC096921.2,6.9580891378283924,-0.11043326356502775,0.7973522116198335,-0.138499977745946,0.8898452872028763,0.9999963907630119,False
AC096992.2,8.809025712770941,-0.6164923488927402,0.832903171878408,-0.7401728912886638,0.45919509431220684,0.9999963907630119,False
AC097103.2,9.492256220976795,-0.30855549575458574,0.6953812807707802,-0.4437213141725272,0.6572440835496554,0.9999963907630119,False
AC097263.1,6.6454019721128885,0.01353602894846759,0.8889834171706195,0.015226413324501491,0.9878515493173414,0.9999963907630119,False
AC097359.2,36.644856239050924,0.01800441197523169,0.43901020905237487,0.04101137423226466,0.9672868281659223,0.9999963907630119,False
AC097372.3,3.2921846592215815,0.668287860515301,1.1978764317939894,0.5578938217479121,0.5769168906239182,0.9999963907630119,False
